51950
32324 704783 53916
349627 1294610 393955
157611 571667 602000
269 87 98
45 133 59
201 275 204
158 222 360
163 353 451
940017 615889 488691
613 391 612
195 227 134
86 397 100
20 196 48
19 136 54
336478 336458 365488
199 303 462
291964 808503 914623
102 306 101
11735 21767 21735
130 308 59
8 135 88
265 107 104
307 272 302
45 47 226
43 195 101
448 402 561
944538 964267 543583
942626 942852 481925
15348 433169 216032
820161 1673680 1673363
784025 1752952 784383
57600 38358 57564
199 362 572
102 135 300
45 133 87
568 569 364
58 137 222
253560 268578 253572
307999 73820 720351
231 80 353
132 27 57
59 21 58
80 192 269
359 457 202
353 194 354
56 225 305
99756 92161 99746
58 57 155
681562 681718 1033576
81568 97683 97705
927053 995851 624772
9 18 26
194 228 46
105 59 197
132 59 85
209067 939065 728690
190 230 160
353 269 134
233 350 108
7 20 100
103 156 89
45 83 135
267 229 133
356 158 136
46 156 199
73252 73192 38842
63 104 228
975781 3855099 3313844
197 98 155
396 201 362
721874 486956 721998
42 192 82
165 313 450
69760 391963 38464
26 99 153
27 159 84
46 84 136
200 499 299
131 56 55
18 103 227
17 134 225
357 156 223
163 506 194
353 309 59
232 402 401
100 136 154
397 501 460
166 264 353
101 99 139
586082 585706 92958
350 130 131
104 102 48
165 131 452
268 160 196
224 570 571
825361 591264 825474
685444 795393 1774344
193 134 135
195 134 270
410311 978279 850278
193 229 19
74826 15911 21589
44 59 134
458 494 572
83 48 100
16 266 60
349 450 194
59 158 197
381590 130996 53555
19 86 274
402 401 132
560415 623910 152242
128 108 507
46 226 222
508 622 353
107 80 269
403 192 401
267 83 307
304 498 297
59 84 223
199 223 393
453241 609649 795592
86 54 98
84279 431303 507913
22 158 100
157 223 274
59 46 89
198 299 298
46 47 198
130 132 104
224 360 362
448 108 308
264799 369163 419618
198 201 300
273701 679724 666095
105 85 50
350 232 352
165 232 353
100 98 154
85 157 200
164 130 81
138 199 201
155 223 569
400558 1276909 410563
79 351 192
299204 672762 335701
272 222 202
26 56 198
158 88 154
403 229 308
303 391 365
406 165 232
30726 30707 23271
48 56 137
68860 126430 126354
87209 264385 599398
45 59 101
272 392 570
160 7 27
226 305 201
83 227 26
694919 21170 16539
128 232 83
9 25 101
104 160 135
103 158 89
199 495 571
99 139 274
401 354 83
201 300 496
26 87 54
101 272 155
105 269 59
291846 291509 16478
195 48 85
698095 65068 568668
220 459 277
904247 1978397 1978025
63 311 193
99 224 154
197693 433495 550950
161 60 47
19 158 100
136 303 361
133 26 87
157 302 276
8 27 24
226 304 223
29 27 26
223 569 496
57 56 154
45 154 201
60 20 87
400008 271559 756141
132 160 85
119953 715429 300103
402172 823303 225188
61 45 48
416373 416346 376236
753003 1719000 1580236
105 48 55
57433 129116 234733
272 304 220
940854 685145 795633
79 81 131
221 275 362
302 298 572
58 56 100
193 7 46
47 99 152
159 56 198
80 266 229
196 306 275
223 458 462
62 44 86
28 19 103
500 276 460
479366 130546 865816
103 226 136
313 311 451
621038 1012015 1012193
404 403 352
85 273 363
231 30 29
160 59 48
163 622 561
18 60 19
161 158 197
312 106 227
195 272 88
47 223 141
70412 70484 31424
63 107 192
607194 25797 383681
449 352 310
200 202 275
46 304 152
510 233 623
231 44 58
311 192 134
158 202 275
586003 903915 980051
230 131 356
221 300 392
306 225 201
223 300 362
44 45 134
29 158 86
30 43 58
106 29 306
62 131 193
30 17 84
18128 147923 118131
84 196 200
231 229 158
997721 1231799 1704908
405 129 231
189 263 506
85 99 155
163 162 452
357 100 300
7 6 159
62 162 57
59 136 99
106 82 227
190 229 401
133 59 88
375485 163964 895068
266 230 309
61 160 135
164 449 130
350 448 265
129 193 399
165 164 194
104 138 199
531727 493150 493172
405 509 449
881136 61163 795581
100 394 220
41 82 227
7 26 85
29 226 306
102 101 89
198 272 301
196 356 87
175783 40918 47275
83 53 98
558 624 451
304 154 274
404 266 401
448 108 107
158 357 276
8 59 197
81 29 270
270 100 221
133 226 197
80 62 161
263 312 310
200 223 222
348681 362350 434389
161 308 195
938532 938156 258160
27 223 275
300905 225635 300845
197 136 276
102 48 96
852116 867468 304960
197 273 301
60 196 157
157 304 202
14637 803265 214747
789768 253890 980042
46 88 202
163 308 196
30 131 194
158 200 153
266 83 196
192 193 194
40113 42081 49428
101 100 361
263 508 507
24 55 54
458 498 361
100920 22479 42375
264 351 309
63 62 193
226 273 153
131 104 87
390553 597921 598042
9 86 87
311 82 102
162 193 59
161 160 133
18537 583414 88287
263 447 401
133 227 224
103 102 100
826135 3081693 3448060
107 106 132
17 133 196
500 199 277
305 136 201
180861 116340 116271
96055 782708 485763
265 560 193
29 160 26
457 614 494
46 24 197
101 277 391
225 138 460
20 227 158
7 85 49
771006 487113 875004
313 508 507
47 99 137
9 160 83
168748 17242 87833
118306 804349 9484
58 197 138
60 101 156
82 134 25
8 85 99
799678 884520 874146
44965 643312 398473
475486 506383 475504
230 195 103
222 302 393
45 48 54
349 231 162
20 27 102
16 27 197
49 200 223
62 161 270
333648 513080 80036
312 161 228
579594 754998 1240986
163 42 61
135 305 203
133 59 21
686413 559521 36182
136 301 277
796390 796402 770380
20 101 225
339229 107793 339436
316443 182836 432222
695689 2844589 1760278
403838 246116 141789
47 226 199
493001 615141 615074
839815 129030 477156
405 507 160
405 164 131
824305 276207 193814
311 159 307
159 58 157
80 354 133
43367 782160 97027
158 305 87
224 153 394
83 50 87
623499 623522 578345
395 461 390
195 102 158
106 354 104
64799 468788 226003
198717 619766 905776
103 196 25
406 189 263
31730 116195 183822
623 192 401
448 353 161
24 197 136
81 61 59
302 299 495
450 131 505
85 100 459
306 154 223
29 194 87
263 351 562
988896 891254 534834
231 309 194
129 230 310
31 30 82
396 222 275
136 98 203
263 128 561
159480 124083 159441
30 82 83
59 134 102
81 268 134
477624 58254 202814
499 363 461
163 161 229
358 221 393
310 307 134
447 624 560
105529 639063 52062
585734 2467727 878361
192 266 450
8 85 157
359 567 462
30 84 134
615 458 571
100 274 276
191 266 133
358 304 201
108 353 309
360 394 392
223 274 458
60 103 226
93266 360774 961633
133 270 197
310 131 229
232 265 81
566 275 392
274 364 390
164 265 266
141398 505650 496875
521709 521454 1068484
104 83 85
46 136 224
269 48 155
397 136 200
102 137 360
193 60 159
311 267 451
377463 234840 377569
199 223 303
60 103 46
59 158 86
8 133 135
299950 793907 340361
227 134 49
102 50 156
187979 189570 418268
450 401 354
987505 1528144 1528342
135 272 99
156 222 392
321506 655329 550997
224 199 220
397 201 363
311 104 355
103 196 47
551248 934628 162886
42 106 81
164 403 266
528565 1629617 2319640
447 508 562
153 275 301
17 269 48
19 22 55
134 87 136
263 507 161
63 194 102
106 230 28
8 55 137
358 156 304
424954 592240 936927
528153 49548 290927
44 25 100
133 103 84
404 560 161
100 201 301
7 20 137
231 80 61
17 102 56
189 405 351
106 228 83
156 395 153
45 46 224
448 351 401
224 396 392
26 84 56
127 509 560
874875 699027 133961
226 85 88
998299 114509 902119
58 48 87
225 100 155
640580 348742 613598
84 134 302
4 103 101
5 83 46
448 402 506
396 202 393
400814 561450 472183
780185 889326 524591
201 498 571
303558 292802 303549
223 303 391
304 202 275
362702 177332 362850
266 105 83
27 46 101
80 61 134
916027 409075 722630
264 310 452
88 139 154
196 197 273
840419 96160 660174
47 135 86
161 158 156
62 131 29
134 100 88
396 613 462
266 230 310
62 230 85
17 82 83
190 130 267
9846 9843 9281
626 266 267
277 300 299
17 84 57
510 191 352
133 156 53
955263 255304 213117
361 497 364
79 107 162
352 308 307
27600 68881 112263
191 352 402
447 559 560
43 161 20
44 46 85
137 394 219
357 359 219
105 104 19
45 84 99
26 198 155
200 298 571
159 46 24
272 497 365
191 265 162
225 304 139
108 311 160
831209 425369 372542
456 457 360
82 60 133
19 26 87
351 162 354
6 102 86
190 403 452
28 102 88
626 623 193
266 62 132
27 102 89
272 302 459
758030 1575843 758344
159 89 139
59 226 89
231 352 504
570711 537861 338631
231 310 45
197 272 223
673978 714808 714788
26 101 136
508 402 105
500 199 220
86 100 276
397 358 154
190 264 265
129 352 134
195 155 139
406 624 621
18 26 135
304 567 499
566 458 361
164 107 231
16 29 132
132 100 51
309841 289068 63156
746062 973896 945457
18 160 49
295498 152400 585880
744336 1519419 1519117
135 99 200
267 132 45
428560 428979 19872
274 219 392
156159 148016 925300
227 197 199
305 299 391
101 157 137
164 232 60
42 81 229
61 56 51
156 273 276
102 303 302
197 458 394
61 45 135
507625 427084 624071
547208 927093 421722
698945 106350 856372
135 303 153
404 104 228
19 84 86
219192 416320 379558
102 200 152
18 103 25
772039 1059115 1058992
231 507 451
43 227 26
26 226 89
648868 268484 493549
687425 687308 471649
396 199 459
223 220 393
29 27 22
42 192 162
233 161 505
193 61 47
160 159 158
103 58 155
47 53 89
695818 695698 472198
22895 37561 45486
474106 22086 380894
47 88 201
29 196 85
521644 508000 521651
512365 532991 828466
231 162 505
103 305 137
927996 812227 997325
24603 9048 24552
299 363 389
358 302 203
271 304 153
120367 690211 734391
128 403 353
60 104 48
95843 773881 857451
971116 892608 653041
163 400 103
164 404 351
199 200 218
313 108 231
135 199 154
557 350 266
273 359 223
134 138 302
306257 389547 803179
1 6 157
82 197 100
752379 1343214 1342976
86 361 300
103 227 49
5 104 134
61 103 85
998692 613942 998515
134 55 88
85 135 157
156 392 298
78 163 230
85 456 137
27 227 138
310 353 161
374221 254853 330703
853223 522517 700852
106 104 195
30 194 85
62 230 47
631663 1055838 631853
397 359 222
229 60 59
404 107 163
171283 674018 1279532
360 221 276
272 495 571
702444 114158 352163
61 197 49
576885 538439 283336
135 359 395
7 19 85
753219 3835742 2690683
138 303 275
128 105 308
447 267 353
102 135 97
313 350 230
304 460 496
9558 9087 9560
849883 3902963 1865759
135 358 201
446738 628803 295195
59 101 199
450 228 400
104 196 200
358 155 275
352 230 131
100699 312024 374213
192 308 270
563270 563305 499148
219240 359768 78574
158 199 223
529967 161175 766262
551221 269940 443208
474203 280741 550857
455 138 219
81 82 195
163 194 160
310 193 160
338275 523817 338391
270 198 155
568466 325763 568615
201 299 298
604673 404811 87796
544950 289420 650622
272 137 274
499 615 277
135 56 198
161 355 227
921961 391222 444915
733489 59072 356719
136 302 393
305 155 496
303 222 298
199 298 461
81 161 47
8670 901296 343441
274579 259381 274567
448 231 106
603099 603156 717412
396 300 365
28 45 49
225 156 220
69192 412827 182045
19 102 137
273 359 300
104 134 49
778489 409088 687435
27 47 137
84 197 136
62 159 84
351446 104261 115585
197 155 362
405 131 451
82 83 158
312 129 353
47 57 152
692995 345427 693194
195 269 97
130 106 230
446311 326013 375217
230 103 270
222 360 460
41 229 46
226 222 301
314843 325029 372223
59 158 197
356 202 151
357 358 139
